eventid,iyear,imonth,iday,country,country_txt,gname,nkill,nwound,short_country_label,country_code
201106020004,2011,6,2,92,India,Communist Party of India - Maoist (CPI-Maoist),1,1,IN,104
201106020005,2011,6,2,92,India,Communist Party of India - Maoist (CPI-Maoist),3,3,IN,104
201106030013,2011,6,3,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106030014,2011,6,3,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106040005,2011,6,4,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201106040006,2011,6,4,92,India,Naga National Council (NNC),1,0,IN,104
201106050014,2011,6,5,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201106050015,2011,6,0,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201106060006,2011,6,6,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106070012,2011,6,7,92,India,Karbi People's Liberation Tigers (KPLT),1,0,IN,104
201106080003,2011,6,8,92,India,Unknown,1,0,IN,104
201106080004,2011,6,8,92,India,Unknown,0,0,IN,104
201106080005,2011,6,8,92,India,Unknown,0,0,IN,104
201106080006,2011,6,8,92,India,National Liberation Front of Tripura (NLFT),0,0,IN,104
201106090011,2011,6,9,92,India,Communist Party of India - Maoist (CPI-Maoist),5,0,IN,104
201106110007,2011,6,11,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201106140001,2011,6,14,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201106150003,2011,6,15,92,India,Communist Party of India - Maoist (CPI-Maoist),0,3,IN,104
201106160003,2011,6,16,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106160004,2011,6,16,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106160005,2011,6,16,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106160006,2011,6,16,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106160007,2011,6,16,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106160008,2011,6,16,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106160009,2011,6,16,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106160010,2011,6,16,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106170007,2011,6,17,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106200009,2011,6,20,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106200010,2011,6,20,92,India,Communist Party of India - Maoist (CPI-Maoist),1,3,IN,104
201106210014,2011,6,21,92,India,Unknown,0,0,IN,104
201106220006,2011,6,22,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106220007,2011,6,22,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201106240004,2011,6,24,92,India,National Democratic Front of Bodoland (NDFB),2,0,IN,104
201106240005,2011,6,24,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201106240006,2011,6,24,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201106250008,2011,6,25,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201106260007,2011,6,26,92,India,Communist Party of India - Maoist (CPI-Maoist),4,4,IN,104
201106260008,2011,6,26,92,India,Communist Party of India - Maoist (CPI-Maoist),3,4,IN,104
201106270004,2011,6,27,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201106270008,2011,6,27,92,India,Unknown,1,0,IN,104
201106280009,2011,6,28,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201106290002,2011,6,29,92,India,Unknown,0,1,IN,104
201106290003,2011,6,29,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201106290004,2011,6,29,92,India,Unknown,0,0,IN,104
201106300012,2011,6,30,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201106300013,2011,6,30,92,India,Unknown,0,0,IN,104
201106300014,2011,6,30,92,India,Unknown,2,2,IN,104
201106300015,2011,6,30,92,India,National Socialist Council of Nagaland-Khaplang (NSCN-K),1,3,IN,104
201106300016,2011,6,30,92,India,National Liberation Front of Tripura (NLFT),0,0,IN,104
201107010006,2011,7,1,92,India,Kuki Liberation Army (KLA),0,0,IN,104
201107020003,2011,7,2,92,India,Communist Party of India - Maoist (CPI-Maoist),6,0,IN,104
201107040006,2011,7,4,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201107050012,2011,7,5,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201107060009,2011,7,6,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201107060010,2011,7,6,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201107070004,2011,7,7,92,India,Communist Party of India - Maoist (CPI-Maoist),2,0,IN,104
201107070005,2011,7,7,92,India,Communist Party of India - Maoist (CPI-Maoist),2,0,IN,104
201107070012,2011,7,7,92,India,Communist Party of India - Maoist (CPI-Maoist),2,0,IN,104
201107070013,2011,7,7,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201107070014,2011,7,7,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201107080004,2011,7,8,92,India,Unknown,0,0,IN,104
201107080005,2011,7,8,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201107100005,2011,7,10,92,India,Adivasi People's Army (APA),0,100,IN,104
201107110006,2011,7,11,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201107120014,2011,7,12,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201107130009,2011,7,13,92,India,Indian Mujahideen,7,44,IN,104
201107130010,2011,7,13,92,India,Indian Mujahideen,7,43,IN,104
201107130011,2011,7,13,92,India,Indian Mujahideen,7,43,IN,104
201107150006,2011,7,15,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201107160003,2011,7,16,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201107160004,2011,7,16,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201107170002,2011,7,17,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201107190009,2011,7,19,92,India,National Liberation Front of Tripura (NLFT),0,0,IN,104
201107200004,2011,7,20,92,India,Communist Party of India - Maoist (CPI-Maoist),7,4,IN,104
201107210006,2011,7,21,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201107210007,2011,7,21,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201107210008,2011,7,21,92,India,Unknown,0,0,IN,104
201107220004,2011,7,22,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201107220005,2011,7,22,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201107220006,2011,7,22,92,India,Unknown,0,0,IN,104
201107230007,2011,7,23,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201107230008,2011,7,23,92,India,Jamaat-E-Islami (India/Pakistan),0,0,IN,104
201107240006,2011,7,24,92,India,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),2,0,IN,104
201107270003,2011,7,27,92,India,United Liberation Front of Assam (ULFA),0,0,IN,104
201107270004,2011,7,27,92,India,Unknown,0,0,IN,104
201107270005,2011,7,27,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201107270006,2011,7,27,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201107270007,2011,7,27,92,India,Communist Party of India - Maoist (CPI-Maoist),1,1,IN,104
201107280009,2011,7,28,92,India,Unknown,0,0,IN,104
201107280010,2011,7,28,92,India,United Liberation Front of Assam (ULFA),0,2,IN,104
201107300004,2011,7,30,92,India,Communist Party of India - Maoist (CPI-Maoist),3,0,IN,104
201107300005,2011,7,30,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201107310008,2011,7,31,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201108010004,2011,8,1,92,India,National Democratic Front of Bodoland (NDFB),0,0,IN,104
201108010005,2011,8,1,92,India,National Democratic Front of Bodoland (NDFB),0,0,IN,104
201108010006,2011,8,1,92,India,Communist Party of India - Maoist (CPI-Maoist),2,0,IN,104
201108010007,2011,8,1,92,India,Communist Party of India - Maoist (CPI-Maoist),2,0,IN,104
201108010008,2011,8,1,92,India,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),5,8,IN,104
201108020002,2011,8,2,92,India,Communist Party of India - Maoist (CPI-Maoist),0,2,IN,104
201108030008,2011,8,3,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201108030009,2011,8,3,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201108040003,2011,8,4,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201108040004,2011,8,4,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201108040005,2011,8,4,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201108040006,2011,8,4,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201108040007,2011,8,4,92,India,Communist Party of India - Maoist (CPI-Maoist),2,0,IN,104
201108050004,2011,8,5,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201108080007,2011,8,8,92,India,Communist Party of India - Maoist (CPI-Maoist),0,2,IN,104
201108100004,2011,8,10,92,India,National Democratic Front of Bodoland (NDFB),0,0,IN,104
201108100005,2011,8,10,92,India,Unknown,0,0,IN,104
201108110005,2011,8,11,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201108110006,2011,8,11,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201108110007,2011,8,11,92,India,National Liberation Front of Tripura (NLFT),0,0,IN,104
201108110008,2011,8,11,92,India,Communist Party of India - Maoist (CPI-Maoist),0,7,IN,104
201108120005,2011,8,12,92,India,Unknown,0,0,IN,104
201108120006,2011,8,12,92,India,National Democratic Front of Bodoland (NDFB),0,0,IN,104
201108120007,2011,8,12,92,India,Unknown,0,0,IN,104
201108130005,2011,8,13,92,India,Karbi People's Liberation Tigers (KPLT),1,11,IN,104
201108130006,2011,8,13,92,India,Unknown,0,0,IN,104
201108140007,2011,8,14,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201108140008,2011,8,14,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201108140009,2011,8,14,92,India,United Liberation Front of Assam (ULFA),0,0,IN,104
201108140010,2011,8,14,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201108140011,2011,8,14,92,India,Karbi People's Liberation Tigers (KPLT),0,0,IN,104
201108150016,2011,8,15,92,India,Communist Party of India - Maoist (CPI-Maoist),0,4,IN,104
201108150017,2011,8,15,92,India,Communist Party of India - Maoist (CPI-Maoist),0,1,IN,104
201108160005,2011,8,16,92,India,Communist Party of India - Maoist (CPI-Maoist),4,0,IN,104
201108160006,2011,8,16,92,India,Unknown,0,0,IN,104
201108160007,2011,8,16,92,India,Garo National Liberation Army,1,0,IN,104
201108160008,2011,8,16,92,India,Garo National Liberation Army,0,0,IN,104
201108160009,2011,8,16,92,India,Garo National Liberation Army,2,0,IN,104
201108170009,2011,8,17,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201108170010,2011,8,17,92,India,Unknown,0,0,IN,104
201108170011,2011,8,17,92,India,Unknown,0,0,IN,104
201108180015,2011,8,18,92,India,Communist Party of India - Maoist (CPI-Maoist),0,4,IN,104
201108180016,2011,8,18,92,India,Communist Party of India - Maoist (CPI-Maoist),0,3,IN,104
201108190013,2011,8,19,92,India,Communist Party of India- Marxist-Leninist,0,0,IN,104
201108190014,2011,8,19,92,India,Communist Party of India - Maoist (CPI-Maoist),10,0,IN,104
201108190015,2011,8,19,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201108200003,2011,8,0,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201108210010,2011,8,21,92,India,Kuki National Liberation Front (KNLF),0,0,IN,104
201108220004,2011,8,22,92,India,Unknown,0,0,IN,104
201108220005,2011,8,22,92,India,Garo National Liberation Army,0,0,IN,104
201108220006,2011,8,22,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201108240008,2011,8,24,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201108240009,2011,8,24,92,India,Unknown,0,1,IN,104
201108240010,2011,8,24,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201108250010,2011,8,25,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201108250011,2011,8,25,92,India,Unknown,0,0,IN,104
201108270012,2011,8,27,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201108280005,2011,8,28,92,India,Kangleipak Communist Party (KCP),0,0,IN,104
201108280006,2011,8,28,92,India,Unknown,0,0,IN,104
201108290004,2011,8,29,92,India,Unknown,0,1,IN,104
201108290005,2011,8,29,92,India,Yimchunger Liberation Front (YLF),0,0,IN,104
201109010010,2011,9,0,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201109010011,2011,9,0,92,India,Communist Party of India - Maoist (CPI-Maoist),2,0,IN,104
201109020002,2011,9,2,92,India,United Liberation Front of Assam (ULFA),0,0,IN,104
201109020003,2011,9,2,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201109020007,2011,9,2,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201109050007,2011,9,5,92,India,United Democratic Liberation Army (UDLA),1,0,IN,104
201109050008,2011,9,5,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201109050009,2011,9,5,92,India,National Liberation Front of Tripura (NLFT),0,0,IN,104
201109070006,2011,9,7,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201109070007,2011,9,7,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201109070008,2011,9,7,92,India,Unknown,0,0,IN,104
201109070009,2011,9,7,92,India,Harkatul Jihad-e-Islami,15,45,IN,104
201109070010,2011,9,7,92,India,Garo National Liberation Army,0,0,IN,104
201109070011,2011,9,7,92,India,Garo National Liberation Army,0,0,IN,104
201109090001,2011,9,9,92,India,Unknown,0,1,IN,104
201109100011,2011,9,10,92,India,Unknown,0,0,IN,104
201109100012,2011,9,10,92,India,Garo National Liberation Army,0,0,IN,104
201109110003,2011,9,11,92,India,Unknown,0,4,IN,104
201109130004,2011,9,13,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201109130005,2011,9,13,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201109130006,2011,9,13,92,India,Unknown,0,0,IN,104
201109130007,2011,9,13,92,India,Communist Party of India - Maoist (CPI-Maoist),0,1,IN,104
201109140015,2011,9,14,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201109150001,2011,9,15,92,India,Muslim United Liberation Tigers of Assam (MULTA),0,0,IN,104
201109160014,2011,9,16,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201109170002,2011,9,17,92,India,Unknown,0,15,IN,104
201109190001,2011,9,19,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201109200012,2011,9,20,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201109200013,2011,9,20,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201109210003,2011,9,21,92,India,Communist Party of India - Maoist (CPI-Maoist),0,2,IN,104
201109210004,2011,9,21,92,India,Unknown,0,0,IN,104
201109220009,2011,9,22,92,India,Communist Party of India - Maoist (CPI-Maoist),0,2,IN,104
201109230001,2011,9,23,92,India,Unknown,0,0,IN,104
201109230003,2011,9,23,92,India,Unknown,0,0,IN,104
201109240005,2011,9,24,92,India,Communist Party of India - Maoist (CPI-Maoist),2,0,IN,104
201109250001,2011,9,25,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201109270004,2011,9,27,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201109270005,2011,9,27,92,India,Communist Party of India - Maoist (CPI-Maoist),2,4,IN,104
201109270006,2011,9,27,92,India,Garo National Liberation Army,0,0,IN,104
201109270007,2011,9,27,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201109280013,2011,9,28,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201109280014,2011,9,28,92,India,Unknown,1,0,IN,104
201109290001,2011,9,29,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201110010011,2011,10,1,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201110010012,2011,10,1,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201110010013,2011,10,1,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201110020003,2011,10,2,92,India,Communist Party of India - Maoist (CPI-Maoist),0,4,IN,104
201110020004,2011,10,2,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201110020005,2011,10,2,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201110020008,2011,10,2,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201110030010,2011,10,3,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201110070007,2011,10,7,92,India,Communist Party of India - Maoist (CPI-Maoist),4,0,IN,104
201110070008,2011,10,7,92,India,Zeliangrong United Front,7,6,IN,104
201110110005,2011,10,11,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201110140009,2011,10,14,92,India,Communist Party of India - Maoist (CPI-Maoist),2,0,IN,104
201110150007,2011,10,15,92,India,Garo National Liberation Army,1,2,IN,104
201110160004,2011,10,16,92,India,Hill Tiger Force (HTF),1,3,IN,104
201110160005,2011,10,16,92,India,Hill Tiger Force (HTF),0,0,IN,104
201110160006,2011,10,16,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201110170006,2011,10,17,92,India,Unknown,0,3,IN,104
201110180011,2011,10,18,92,India,Communist Party of India - Maoist (CPI-Maoist),2,0,IN,104
201110180012,2011,10,18,92,India,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),0,2,IN,104
201110180013,2011,10,18,92,India,Unknown,0,0,IN,104
201110180014,2011,10,18,92,India,Garo National Liberation Army,1,1,IN,104
201110180015,2011,10,18,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201110190008,2011,10,19,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201110200006,2011,10,20,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201110200007,2011,10,20,92,India,Unknown,0,0,IN,104
201110200008,2011,10,20,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201110200009,2011,10,20,92,India,Unknown,0,0,IN,104
201110220007,2011,10,22,92,India,Karbi People's Liberation Tigers (KPLT),1,0,IN,104
201110220008,2011,10,22,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201110240013,2011,10,24,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201110250001,2011,10,25,92,India,People's Liberation Front of India,1,0,IN,104
201110250002,2011,10,25,92,India,Garo National Liberation Army,0,1,IN,104
201110250003,2011,10,25,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201110260022,2011,10,26,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201110260023,2011,10,26,92,India,Unknown,0,4,IN,104
201110260024,2011,10,26,92,India,Unknown,0,3,IN,104
201110260025,2011,10,26,92,India,Unknown,0,2,IN,104
201110260028,2011,10,26,92,India,Unknown,1,0,IN,104
201110270001,2011,10,27,92,India,Hill Tiger Force (HTF),0,0,IN,104
201110300022,2011,10,30,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201110300023,2011,10,30,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201110300024,2011,10,30,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201110310001,2011,10,31,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201110310002,2011,10,31,92,India,Communist Party of India - Maoist (CPI-Maoist),0,2,IN,104
201110310003,2011,10,31,92,India,Garo National Liberation Army,5,2,IN,104
201111010009,2011,11,1,92,India,Militants,0,5,IN,104
201111010010,2011,11,1,92,India,Maoists,0,0,IN,104
201111010048,2011,11,1,92,India,Maoists,0,0,IN,104
201111020003,2011,11,2,92,India,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),0,0,IN,104
201111020035,2011,11,3,92,India,National Democratic Front of Bodoland (NDFB),0,0,IN,104
201111030033,2011,11,3,92,India,Hill Tiger Force (HTF),0,0,IN,104
201111040002,2011,11,0,92,India,Maoists,1,0,IN,104
201111060008,2011,11,6,92,India,Miscreants,0,4,IN,104
201111060009,2011,11,6,92,India,Maoists,0,1,IN,104
201111060010,2011,11,5,92,India,Naxalites,1,0,IN,104
201111060046,2011,11,5,92,India,Maoists,1,1,IN,104
201111070036,2011,11,7,92,India,Maoists,0,0,IN,104
201111080003,2011,11,5,92,India,Gunmen,1,0,IN,104
201111080004,2011,11,8,92,India,Maoists,0,7,IN,104
201111080062,2011,11,9,92,India,Maoists,0,0,IN,104
201111090052,2011,11,9,92,India,Maoists,0,0,IN,104
201111120060,2011,11,12,92,India,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),0,1,IN,104
201111140043,2011,11,14,92,India,Maoists,1,0,IN,104
201111140054,2011,11,14,92,India,Maoists,2,0,IN,104
201111160051,2011,11,16,92,India,Maoists,0,1,IN,104
201111160055,2011,11,16,92,India,Adivasi People's Army (APA),0,1,IN,104
201111160057,2011,11,16,92,India,Maoists,1,0,IN,104
201111160070,2011,11,16,92,India,Communist Party of India - Maoist (CPI-Maoist),0,1,IN,104
201111200039,2011,11,19,92,India,Maoists,1,0,IN,104
201111210048,2011,11,21,92,India,Garo National Liberation Army,0,0,IN,104
201111240044,2011,11,23,92,India,Maoists,2,0,IN,104
201111240047,2011,11,24,92,India,Militants,0,3,IN,104
201111250033,2011,11,25,92,India,Gunmen,0,1,IN,104
201111260048,2011,11,26,92,India,Maoists,0,0,IN,104
201111270044,2011,11,29,92,India,Maoists,0,0,IN,104
201111270045,2011,11,27,92,India,Maoists,2,0,IN,104
201111270048,2011,11,27,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201111300026,2011,11,30,92,India,Maoists,0,0,IN,104
201111300031,2011,11,30,92,India,Kangleipak Communist Party (KCP),3,0,IN,104
201111300036,2011,11,30,92,India,Communist Party of India - Maoist (CPI-Maoist),1,0,IN,104
201112010029,2011,12,1,92,India,Garo National Liberation Army,0,2,IN,104
201112020030,2011,12,2,92,India,Islamic Movement of Kashmir,0,1,IN,104
201112020037,2011,12,2,92,India,Maoists,0,0,IN,104
201112030013,2011,12,4,92,India,Communist Party of India - Maoist (CPI-Maoist),11,0,IN,104
201112040025,2011,12,4,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201112040029,2011,12,4,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201112040036,2011,12,4,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201112050023,2011,12,5,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201112050026,2011,12,5,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201112050029,2011,12,0,92,India,Maoists,0,0,IN,104
201112050031,2011,12,5,92,India,Maoists,0,0,IN,104
201112050038,2011,12,5,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201112050048,2011,12,5,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201112050049,2011,12,5,92,India,Maoists,0,0,IN,104
201112050054,2011,12,5,92,India,Maoists,0,0,IN,104
201112060022,2011,12,6,92,India,Maoists,0,0,IN,104
201112060032,2011,12,6,92,India,Maoists,0,0,IN,104
201112070009,2011,12,7,92,India,Unknown,0,1,IN,104
201112070022,2011,12,7,92,India,Communist Party of India - Maoist (CPI-Maoist),0,3,IN,104
201112070036,2011,12,8,92,India,United Liberation Front of Assam (ULFA),0,6,IN,104
201112070039,2011,12,7,92,India,Youths,0,0,IN,104
201112080023,2011,12,8,92,India,Unknown,0,0,IN,104
201112090023,2011,12,9,92,India,Unknown,0,0,IN,104
201112090036,2011,12,9,92,India,Unknown,0,0,IN,104
201112090037,2011,12,9,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201112100036,2011,12,10,92,India,Unknown,1,0,IN,104
201112100048,2011,12,10,92,India,Maoists,0,0,IN,104
201112110018,2011,12,11,92,India,Jamiat ul-Mujahedin (JuM),1,3,IN,104
201112150012,2011,12,15,92,India,Maoists,0,0,IN,104
201112160013,2011,12,16,92,India,Maoists,0,0,IN,104
201112160015,2011,12,16,92,India,Maoists,0,0,IN,104
201112160016,2011,12,16,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201112170016,2011,12,17,92,India,Kuki Revolutionary Army (KRA),0,0,IN,104
201112170026,2011,12,17,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201112180028,2011,12,18,92,India,Unknown,0,0,IN,104
201112200011,2011,12,20,92,India,Garo National Liberation Army,0,4,IN,104
201112210032,2011,12,21,92,India,Maoists,0,0,IN,104
201112210037,2011,12,21,92,India,Adivasi Cobra Militants of Assam (ACMA),0,0,IN,104
201112230009,2011,12,23,92,India,Maoists,0,0,IN,104
201112250011,2011,12,25,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201112270013,2011,12,27,92,India,Maoists,0,0,IN,104
201112270038,2011,12,27,92,India,Communist Party of India - Maoist (CPI-Maoist),0,0,IN,104
201201010018,2012,1,1,92,India,Unknown,0,1,IN,104
201201020006,2012,1,2,92,India,United Liberation Front of Assam (ULFA),0,3,IN,104
201201030026,2012,1,3,92,India,Maoists,0,0,IN,104
201201040021,2012,1,4,92,India,Unknown,0,1,IN,104
201201040026,2012,1,4,92,India,Maoists,0,0,IN,104
201201060026,2012,1,5,92,India,Maoists,3,3,IN,104
201201060036,2012,1,6,92,India,Unknown,0,0,IN,104
201201070008,2012,1,7,92,India,Hizbul Mujahideen (HM),1,0,IN,104
201201070009,2012,1,7,92,India,Hizbul Mujahideen (HM),1,5,IN,104
201201070010,2012,1,7,92,India,Hizbul Mujahideen (HM),0,1,IN,104
201201070012,2012,1,7,92,India,Unknown,0,0,IN,104
201201080013,2012,1,8,92,India,Unknown,0,0,IN,104
201201080015,2012,1,8,92,India,Unknown,0,1,IN,104
201201080016,2012,1,8,92,India,Unknown,0,0,IN,104
201201090014,2012,1,9,92,India,Maoists,0,0,IN,104
201201100011,2012,1,10,92,India,People's Revolutionary Party of Kangleipak (PREPAK),0,7,IN,104
201201100015,2012,1,10,92,India,United Liberation Front of Assam (ULFA),0,7,IN,104
201201100021,2012,1,10,92,India,Unknown,0,0,IN,104
201201100022,2012,1,10,92,India,Unknown,0,0,IN,104
201201100040,2012,1,10,92,India,Unknown,1,0,IN,104
201201100041,2012,1,10,92,India,Unknown,0,1,IN,104
201201110019,2012,1,9,92,India,Unknown,0,0,IN,104
201201110037,2012,1,11,92,India,Unknown,0,0,IN,104
201201120003,2012,1,12,92,India,Unknown,0,0,IN,104
201201140011,2012,1,14,92,India,Unknown,0,0,IN,104
201201160012,2012,1,16,92,India,Unknown,0,0,IN,104
